Class;x;y;z
Boredom;0.5782506465911865;0.7412106394767761;-0.019484782591462135
Boredom;0.579967200756073;0.7079975008964539;-0.04168175905942917
Boredom;0.5777608156204224;0.7168079018592834;-0.020670996978878975
Boredom;0.5701019763946533;0.6721593737602234;-0.034111764281988144
Boredom;0.579894483089447;0.6974974274635315;-0.044960953295230865
Boredom;0.578675389289856;0.6829105019569397;-0.04269334673881531
Boredom;0.5745623707771301;0.6470324993133545;-0.02369745634496212
Boredom;0.5118569731712341;0.6427658796310425;0.0006492612301371992
Boredom;0.5729067325592041;0.6224356293678284;-0.020102711394429207
Boredom;0.5728517770767212;0.6088319420814514;-0.022724827751517296
Boredom;0.5708656311035156;0.5590987205505371;-0.017266573384404182
Boredom;0.5782341957092285;0.7461122274398804;-0.018052512779831886
Boredom;0.5778999924659729;0.7492671608924866;-0.015099461190402508
Boredom;0.5774404406547546;0.7499785423278809;-0.011335359886288643
Boredom;0.5782080292701721;0.7513293623924255;-0.010438640601933002
Boredom;0.5785408020019531;0.7552745342254639;-0.011518578045070171
Boredom;0.5787761807441711;0.7602412104606628;-0.013045864179730415
Boredom;0.5787016749382019;0.7655370235443115;-0.01186897698789835
Boredom;0.5777631998062134;0.7744057178497314;-0.004102311097085476
Boredom;0.5794278979301453;0.7128874659538269;-0.03738963603973389
Boredom;0.5702289342880249;0.7115203142166138;-0.02708369866013527
Boredom;0.47273603081703186;0.6028236150741577;0.03104795701801777
Boredom;0.5374964475631714;0.6515474319458008;-0.004386315122246742
Boredom;0.5292204022407532;0.6527052521705627;-0.00468365428969264
Boredom;0.5207564830780029;0.652485728263855;-0.0034486239310353994
Boredom;0.5084657669067383;0.6462371945381165;0.0017741855699568987
Boredom;0.5441400408744812;0.648634672164917;-0.0027253348380327225
Boredom;0.5248722434043884;0.6267770528793335;-0.009874153882265091
Boredom;0.5337975025177002;0.6272712349891663;-0.008689874783158302
Boredom;0.5163602828979492;0.6282368302345276;-0.008155284449458122
Boredom;0.5105266571044922;0.6315547823905945;-0.005275023635476828
Boredom;0.5017526745796204;0.6533927321434021;0.005638998467475176
Boredom;0.5460801720619202;0.7906950116157532;0.0035414723679423332
Boredom;0.508212149143219;0.6398422718048096;0.0026989670004695654
Boredom;0.4713180661201477;0.6472135782241821;0.03743625432252884
Boredom;0.4905276596546173;0.6463013291358948;0.011942892335355282
Boredom;0.5339289307594299;0.6957922577857971;-0.008788824081420898
Boredom;0.5679671764373779;0.7398045063018799;-0.019743746146559715
Boredom;0.5690518021583557;0.7491884231567383;-0.015020620077848434
Boredom;0.5571620464324951;0.7425331473350525;-0.01618155650794506
Boredom;0.5499613285064697;0.7459288239479065;-0.011062037199735641
Boredom;0.5610594749450684;0.7495590448379517;-0.01292387768626213
Boredom;0.5546746253967285;0.7501253485679626;-0.008222328498959541
Boredom;0.5387136340141296;0.7590981721878052;0.001090380479581654
Boredom;0.5727866888046265;0.7078017592430115;-0.041713129729032516
Boredom;0.5715778470039368;0.6975984573364258;-0.04484756290912628
Boredom;0.49580928683280945;0.6210444569587708;-0.00572967017069459
Boredom;0.5493606925010681;0.6692789196968079;-0.010382162407040596
Boredom;0.5507490634918213;0.7028926610946655;-0.024121154099702835
Boredom;0.549717366695404;0.6969337463378906;-0.02198639139533043
Boredom;0.5080761909484863;0.6941078305244446;-0.0018292146269232035
Boredom;0.5710150003433228;0.6839956045150757;-0.04097095876932144
Boredom;0.5174553990364075;0.6106312274932861;-0.017492402344942093
Boredom;0.5049028992652893;0.6140243411064148;-0.012618004344403744
Boredom;0.48260900378227234;0.5853121280670166;0.015164051204919815
Boredom;0.5556401014328003;0.6197035908699036;-0.019692182540893555
Boredom;0.5415582060813904;0.6302583813667297;-0.0052326214499771595
Boredom;0.5318194031715393;0.7503633499145508;0.001865973579697311
Boredom;0.48102977871894836;0.7418293952941895;0.06630612909793854
Boredom;0.5567166805267334;0.7084711790084839;-0.01990843191742897
Boredom;0.5637142062187195;0.7117803692817688;-0.01955825462937355
Boredom;0.5415439605712891;0.7507690191268921;0.001485214103013277
Boredom;0.5450193881988525;0.7501578330993652;-0.0003062828618567437
