Class;x;y;z
Sleepy;0.4818514883518219;0.3852003216743469;-0.0437990203499794
Sleepy;0.48454537987709045;0.3567894697189331;-0.0639801099896431
Sleepy;0.48018571734428406;0.3688255846500397;-0.03801615163683891
Sleepy;0.4670920968055725;0.3338741064071655;-0.04383431747555733
Sleepy;0.4838646650314331;0.3480735719203949;-0.06589719653129578
Sleepy;0.4807654619216919;0.3386920690536499;-0.058601900935173035
Sleepy;0.4717455208301544;0.3181210458278656;-0.019460447132587433
Sleepy;0.3748047649860382;0.33178985118865967;0.008958127349615097
Sleepy;0.46825268864631653;0.30301719903945923;-0.006092329975217581
Sleepy;0.46726974844932556;0.29204195737838745;-0.004809352569282055
Sleepy;0.45970550179481506;0.2522614002227783;0.02073671482503414
Sleepy;0.48202890157699585;0.3890725076198578;-0.04315279796719551
Sleepy;0.4815455377101898;0.3927043676376343;-0.039955660700798035
Sleepy;0.48061108589172363;0.3946928381919861;-0.03532034158706665
Sleepy;0.4802802503108978;0.39533156156539917;-0.034831296652555466
Sleepy;0.4810197651386261;0.3976239562034607;-0.03762771561741829
Sleepy;0.48166218400001526;0.40144094824790955;-0.04143323004245758
Sleepy;0.4819639027118683;0.40670469403266907;-0.041566845029592514
Sleepy;0.481807142496109;0.4204355478286743;-0.03300294280052185
Sleepy;0.48342737555503845;0.362435907125473;-0.05910078436136246
Sleepy;0.46952933073043823;0.36474156379699707;-0.04592180252075195
Sleepy;0.3154386579990387;0.30871647596359253;0.06654519587755203
Sleepy;0.41225308179855347;0.33410969376564026;0.0017662314930930734
Sleepy;0.39994820952415466;0.3360883295536041;7.110866135917604e-05
Sleepy;0.3875877261161804;0.33680832386016846;0.0011872230097651482
Sleepy;0.3691963255405426;0.3351939916610718;0.008658451028168201
Sleepy;0.4220981299877167;0.3309236764907837;0.0060448725707829
Sleepy;0.3952839970588684;0.31477415561676025;-0.0021309470757842064
Sleepy;0.40783265233039856;0.31446921825408936;0.0017499247333034873
Sleepy;0.38274306058883667;0.3168252408504486;-0.0007529524737037718
Sleepy;0.37367868423461914;0.3205481171607971;0.0024742288514971733
Sleepy;0.35963064432144165;0.3406992554664612;0.011997033841907978
Sleepy;0.4357604682445526;0.44676274061203003;-0.03314084932208061
Sleepy;0.36992672085762024;0.33071279525756836;0.012473365291953087
Sleepy;0.31550055742263794;0.3459591567516327;0.05844911187887192
Sleepy;0.343611478805542;0.33757176995277405;0.02304326929152012
Sleepy;0.4107368290424347;0.3633545935153961;-0.019862817600369453
Sleepy;0.4657268822193146;0.3854049742221832;-0.04533758386969566
Sleepy;0.46743229031562805;0.3940679430961609;-0.04150538519024849
Sleepy;0.4483329951763153;0.3909800350666046;-0.04288811236619949
Sleepy;0.43689608573913574;0.39701229333877563;-0.03785817697644234
Sleepy;0.4543418288230896;0.3966640830039978;-0.04001947492361069
Sleepy;0.44408151507377625;0.3999335765838623;-0.034721098840236664
Sleepy;0.42177096009254456;0.4144079089164734;-0.02773451618850231
Sleepy;0.47419726848602295;0.35769104957580566;-0.06457692384719849
Sleepy;0.47194695472717285;0.3495185375213623;-0.06661321222782135
Sleepy;0.35267511010169983;0.3134782910346985;0.005902014207094908
Sleepy;0.4327220916748047;0.3418748080730438;-0.01120530441403389
Sleepy;0.43875807523727417;0.3614810109138489;-0.041673969477415085
Sleepy;0.43664613366127014;0.35809123516082764;-0.0373469702899456
Sleepy;0.3700020909309387;0.36802104115486145;-0.01225974876433611
Sleepy;0.469645231962204;0.3406791388988495;-0.05760553106665611
Sleepy;0.38612842559814453;0.3000854253768921;-0.006074090488255024
Sleepy;0.3669273257255554;0.3051963746547699;-0.0010724092135205865
Sleepy;0.3301476538181305;0.28971636295318604;0.050160448998212814
Sleepy;0.44229909777641296;0.30310237407684326;-0.007150938268750906
Sleepy;0.418878436088562;0.3160838186740875;0.007040278986096382
Sleepy;0.41051703691482544;0.4084237217903137;-0.024935416877269745
