Class;x;y;z
Frustration;0.5003889799118042;0.6581201553344727;-0.02344777248799801
Frustration;0.5013021230697632;0.6230713725090027;-0.04358284920454025
Frustration;0.502960205078125;0.6330534815788269;-0.022286219522356987
Frustration;0.4984898567199707;0.588658332824707;-0.03197677433490753
Frustration;0.5018337368965149;0.6128603219985962;-0.0466599315404892
Frustration;0.5037339925765991;0.5991705060005188;-0.04355142265558243
Frustration;0.5093338489532471;0.5657187104225159;-0.022104939445853233
Frustration;0.456723153591156;0.5592799782752991;0.01913715898990631
Frustration;0.5117978453636169;0.5431334972381592;-0.017197007313370705
Frustration;0.5124503970146179;0.5308473706245422;-0.01910313405096531
Frustration;0.5163471102714539;0.4872673749923706;-0.010069960728287697
Frustration;0.5000324249267578;0.6633126139640808;-0.02227877825498581
Frustration;0.5001016855239868;0.6674930453300476;-0.019170565530657768
Frustration;0.5005125999450684;0.6695393919944763;-0.015262708999216557
Frustration;0.500017523765564;0.6745309233665466;-0.01364821195602417
Frustration;0.49925968050956726;0.6796184778213501;-0.014797626994550228
Frustration;0.498619019985199;0.6856560111045837;-0.016031567007303238
Frustration;0.4983668029308319;0.691683292388916;-0.013951916247606277
Frustration;0.49896401166915894;0.6993975639343262;-0.004545901902019978
Frustration;0.5017474293708801;0.628045380115509;-0.039380110800266266
Frustration;0.494823157787323;0.6266629099845886;-0.026862135156989098
Frustration;0.4360310435295105;0.5246517658233643;0.06151166930794716
Frustration;0.479984849691391;0.5674629807472229;0.008196825161576271
Frustration;0.47201257944107056;0.5683388113975525;0.00972005259245634
Frustration;0.4639938175678253;0.5682705044746399;0.01285073347389698
Frustration;0.4541094899177551;0.5628635883331299;0.0206980612128973
Frustration;0.48635897040367126;0.565128743648529;0.007488646544516087
Frustration;0.46822312474250793;0.5452901721000671;0.005840776022523642
Frustration;0.47684064507484436;0.5457892417907715;0.004420838784426451
Frustration;0.4605509638786316;0.5465859174728394;0.009369151666760445
Frustration;0.4556070864200592;0.549491286277771;0.013357328251004219
Frustration;0.4476361870765686;0.5697285532951355;0.0252957995980978
Frustration;0.4676080048084259;0.7076479196548462;0.009593136608600616
Frustration;0.45379650592803955;0.5569424033164978;0.021878644824028015
Frustration;0.42883914709091187;0.5638208389282227;0.06534809619188309
Frustration;0.4396762549877167;0.5629908442497253;0.03454203903675079
Frustration;0.4677835702896118;0.6109831929206848;0.0011667889775708318
Frustration;0.4909828305244446;0.6557638049125671;-0.020659543573856354
Frustration;0.49274569749832153;0.6670510768890381;-0.016594013199210167
Frustration;0.48163795471191406;0.6586647033691406;-0.014195030555129051
Frustration;0.4766417443752289;0.6632562279701233;-0.007435428444296122
Frustration;0.4865078628063202;0.6674110293388367;-0.012255769222974777
Frustration;0.48210373520851135;0.6687666773796082;-0.006054329220205545
Frustration;0.4653771221637726;0.6779482364654541;0.00694263493642211
Frustration;0.4943135976791382;0.6222286820411682;-0.04214280843734741
Frustration;0.4934827387332916;0.6124641299247742;-0.044667281210422516
Frustration;0.4446629285812378;0.5413720607757568;0.016515957191586494
Frustration;0.4854259192943573;0.5857475399971008;-0.002915665041655302
Frustration;0.4779247045516968;0.6177230477333069;-0.018438637256622314
Frustration;0.47837117314338684;0.6121643781661987;-0.015870558097958565
Frustration;0.447060763835907;0.6087677478790283;0.014342018403112888
Frustration;0.49588635563850403;0.5997046232223511;-0.03969491645693779
Frustration;0.4614945352077484;0.5328115224838257;-0.00160933134611696
Frustration;0.45136523246765137;0.535479724407196;0.006545551121234894
Frustration;0.4428016245365143;0.5093783140182495;0.043592337518930435
Frustration;0.49527308344841003;0.5405623316764832;-0.012595235370099545
Frustration;0.48455968499183655;0.5484592318534851;0.0060293045826256275
Frustration;0.460879385471344;0.6683461666107178;0.009579287841916084
Frustration;0.43060922622680664;0.6532230973243713;0.08826705813407898
Frustration;0.4838385581970215;0.6237320899963379;-0.015911856666207314
Frustration;0.490152508020401;0.6274536848068237;-0.018555670976638794
Frustration;0.47053951025009155;0.6713173389434814;0.007144413888454437
Frustration;0.4750210642814636;0.6710957884788513;0.004039925988763571
Frustration;0.44809800386428833;0.5296569466590881;0.011292553506791592
Frustration;0.4783385097980499;0.6222060918807983;-0.013886859640479088
Frustration;0.4757643938064575;0.533621072769165;-0.007943999022245407
Frustration;0.4743379056453705;0.5263779163360596;-0.009478972293436527
Frustration;0.4713301360607147;0.490242600440979;0.0070466650649905205
Frustration;0.4453483819961548;0.5191366672515869;0.025297395884990692
Frustration;0.4733300507068634;0.5079483389854431;-0.0016778745921328664
Frustration;0.44111284613609314;0.5371799468994141;0.024477185681462288
Frustration;0.4383670687675476;0.5313869714736938;0.041928403079509735
Frustration;0.49149781465530396;0.6621208786964417;-0.019655119627714157
Frustration;0.4841870665550232;0.663993239402771;-0.013701372779905796
Frustration;0.47917044162750244;0.6662293076515198;-0.007502878550440073
Frustration;0.4859997034072876;0.6257598996162415;-0.015082032419741154
Frustration;0.4727887213230133;0.6715377569198608;0.005416343454271555
Frustration;0.4746631979942322;0.6733750104904175;-8.480058022541925e-05
Frustration;0.4761691987514496;0.6701545119285583;0.0035502344835549593
Frustration;0.487185001373291;0.6208459138870239;-0.028074977919459343
Frustration;0.48438960313796997;0.6685875058174133;-0.004881012253463268
Frustration;0.4887651205062866;0.6684393882751465;-0.00912284106016159
Frustration;0.4943348169326782;0.6689324378967285;-0.01289218571037054
Frustration;0.48811987042427063;0.6977970004081726;-0.0032019135542213917
Frustration;0.4880536198616028;0.6898037791252136;-0.01214794721454382
Frustration;0.48914340138435364;0.6836549639701843;-0.01373211108148098
Frustration;0.4908735156059265;0.6776235699653625;-0.012356159277260303
Frustration;0.49242591857910156;0.673639714717865;-0.011352061294019222
Frustration;0.4818926453590393;0.6719136834144592;-0.0037857252173125744
Frustration;0.4800785481929779;0.6733964085578918;-0.004998817574232817
Frustration;0.4774053394794464;0.6761331558227539;-0.005870011169463396
Frustration;0.47496938705444336;0.6792466640472412;-0.00398925831541419
Frustration;0.47041380405426025;0.649997889995575;-0.004144820850342512
Frustration;0.42877084016799927;0.6045804619789124;0.10043616592884064
Frustration;0.5025070905685425;0.6299692392349243;-0.028217863291502
Frustration;0.4792913496494293;0.6714948415756226;0.0004503439413383603
Frustration;0.4771357476711273;0.6722802519798279;-0.000219193403609097
Frustration;0.4925503730773926;0.6324464678764343;-0.01880919374525547
Frustration;0.481327086687088;0.6288421154022217;-0.008544309064745903
Frustration;0.49132174253463745;0.6300740838050842;-0.018919218331575394
