Class;x;y;z
Boredom;0.4640762209892273;0.6486752033233643;-0.006874535232782364
Boredom;0.45763513445854187;0.6226160526275635;-0.040653131902217865
Boredom;0.4602254629135132;0.6258225440979004;-0.014751599170267582
Boredom;0.4446248710155487;0.585462749004364;-0.03977056220173836
Boredom;0.45567113161087036;0.6138516068458557;-0.04645015671849251
Boredom;0.45344603061676025;0.5984528064727783;-0.04732273146510124
Boredom;0.447759747505188;0.5534636378288269;-0.037900280207395554
Boredom;0.3853902816772461;0.5453348159790039;0.00012200815399410203
Boredom;0.4421974718570709;0.5212741494178772;-0.04076103866100311
Boredom;0.43906646966934204;0.5068686604499817;-0.04768933728337288
Boredom;0.4281423091888428;0.4484837055206299;-0.05803189426660538
Boredom;0.464948832988739;0.6529387831687927;-0.003965341951698065
Boredom;0.46586892008781433;0.6552444696426392;0.00019131877343170345
Boredom;0.46646568179130554;0.6552736163139343;0.004747547674924135
Boredom;0.46614477038383484;0.6547548770904541;0.00817067176103592
Boredom;0.46674904227256775;0.6587061285972595;0.008150927722454071
Boredom;0.467748761177063;0.6633277535438538;0.007885931059718132
Boredom;0.46896031498908997;0.6670306921005249;0.010509616695344448
Boredom;0.47112247347831726;0.6698334217071533;0.02029605582356453
Boredom;0.45867207646369934;0.6253239512443542;-0.03486521169543266
Boredom;0.45037028193473816;0.6227970123291016;-0.021936558187007904
Boredom;0.34330815076828003;0.49280792474746704;0.025857366621494293
Boredom;0.4149615466594696;0.5506185293197632;-0.008304446935653687
Boredom;0.40631839632987976;0.5530774593353271;-0.00656317500397563
Boredom;0.3971688151359558;0.5540948510169983;-0.0036057946272194386
Boredom;0.38338398933410645;0.5474511981010437;0.0031323835719376802
Boredom;0.4210115075111389;0.5475441813468933;-0.00889884028583765
Boredom;0.39218515157699585;0.5267021656036377;-0.0169875156134367
Boredom;0.402617871761322;0.5258640050888062;-0.018516123294830322
Boredom;0.3838663101196289;0.5293655395507812;-0.012825628742575645
Boredom;0.3792758584022522;0.5332255959510803;-0.008368675597012043
Boredom;0.37781354784965515;0.5539250373840332;0.009598258882761002
Boredom;0.44513848423957825;0.6802847981452942;0.04026411846280098
Boredom;0.3807593882083893;0.5418331027030945;0.0022274337243288755
Boredom;0.3506847023963928;0.53829425573349;0.04675180837512016
Boredom;0.36545079946517944;0.5449504852294922;0.016031842678785324
Boredom;0.4152505397796631;0.6006528735160828;-0.0001158288650913164
Boredom;0.45347291231155396;0.6481348872184753;-0.00523716164752841
Boredom;0.45757192373275757;0.6555989384651184;0.0021813029889017344
Boredom;0.44425058364868164;0.6499756574630737;0.0015645670937374234
Boredom;0.4396555423736572;0.6515514254570007;0.008803282864391804
Boredom;0.4506419003009796;0.6555365324020386;0.005976262968033552
Boredom;0.4457905888557434;0.6554034948348999;0.011927757412195206
Boredom;0.43209606409072876;0.6587290167808533;0.028233051300048828
Boredom;0.45052483677864075;0.6228417158126831;-0.03938642516732216
Boredom;0.4472866356372833;0.6147037744522095;-0.044688042253255844
Boredom;0.36422115564346313;0.5252942442893982;-0.009735578671097755
Boredom;0.4267175495624542;0.5720034241676331;-0.01199067197740078
Boredom;0.43043673038482666;0.6138762831687927;-0.01696654222905636
Boredom;0.42922449111938477;0.606829822063446;-0.015932682901620865
Boredom;0.3900238871574402;0.5970285534858704;0.011927695013582706
Boredom;0.44560882449150085;0.5999342799186707;-0.04369482398033142
Boredom;0.38025349378585815;0.5173623561859131;-0.029673289507627487
Boredom;0.36993610858917236;0.5200788974761963;-0.020908532664179802
Boredom;0.3464176654815674;0.4791935682296753;0.002018209081143141
Boredom;0.42126917839050293;0.5218563079833984;-0.03750348091125488
Boredom;0.41245555877685547;0.5279838442802429;-0.015914874151349068
Boredom;0.42427146434783936;0.6526597142219543;0.028230607509613037
Boredom;0.3842238485813141;0.6178197264671326;0.10668066889047623
Boredom;0.437538206577301;0.6182766556739807;-0.013028563931584358
Boredom;0.44506824016571045;0.6217518448829651;-0.013045678846538067
Boredom;0.4342105984687805;0.6544003486633301;0.02573295310139656
Boredom;0.43826359510421753;0.6543492078781128;0.022580130025744438
Boredom;0.36358213424682617;0.5124814510345459;-0.019078368321061134
Boredom;0.43135467171669006;0.6160861849784851;-0.010874321684241295
Boredom;0.39638984203338623;0.5170456171035767;-0.03550498187541962
Boredom;0.3924907147884369;0.5090678930282593;-0.04005362465977669
Boredom;0.3746192753314972;0.4600229859352112;-0.040741607546806335
Boredom;0.3548984229564667;0.4962778091430664;-0.010430463589727879
Boredom;0.38449057936668396;0.485281765460968;-0.041526034474372864
Boredom;0.35766613483428955;0.5185097455978394;-0.004059455823153257
Boredom;0.3504437208175659;0.5066850781440735;0.009456977248191833
Boredom;0.4554348587989807;0.6529855728149414;-0.002434291411191225
Boredom;0.447736531496048;0.6538138389587402;0.003506991546601057
Boredom;0.4427374601364136;0.653893232345581;0.009774559177458286
Boredom;0.43999701738357544;0.6197241544723511;-0.011091524735093117
Boredom;0.4364171326160431;0.6546310186386108;0.02402210421860218
Boredom;0.43948468565940857;0.6560702919960022;0.019634921103715897
Boredom;0.4388594925403595;0.653564453125;0.02218681015074253
Boredom;0.44111475348472595;0.6186639666557312;-0.026317063719034195
Boredom;0.4477754533290863;0.6540060043334961;0.013575438410043716
Boredom;0.4529707729816437;0.6547560095787048;0.009755285456776619
Boredom;0.45943447947502136;0.6553754806518555;0.006512163206934929
Boredom;0.46110135316848755;0.6705112457275391;0.021351678296923637
Boredom;0.45913395285606384;0.6673393845558167;0.011371019296348095
Boredom;0.45830586552619934;0.6632296442985535;0.008968832902610302
Boredom;0.4579660892486572;0.6587986946105957;0.00938768032938242
Boredom;0.4582211375236511;0.6553442478179932;0.009538560174405575
Boredom;0.4461629390716553;0.6545236110687256;0.014925100840628147
Boredom;0.44507676362991333;0.6558580994606018;0.014446948654949665
Boredom;0.4436081647872925;0.6582120060920715;0.014542507007718086
Boredom;0.4424397051334381;0.6604524254798889;0.01693877950310707
Boredom;0.42981666326522827;0.6402295231819153;0.008120537735521793
Boredom;0.36335131525993347;0.569135308265686;0.09976453334093094
Boredom;0.4593297839164734;0.625043511390686;-0.022095132619142532
Boredom;0.44308310747146606;0.6541021466255188;0.01883535459637642
Boredom;0.4413989782333374;0.6550780534744263;0.018829254433512688
