Class;x;y;z
Yawning;0.6156623959541321;0.4934060871601105;-0.009478003717958927
Yawning;0.6341952085494995;0.45995500683784485;-0.03349898010492325
Yawning;0.6167455315589905;0.46980613470077515;-0.0140878576785326
Yawning;0.6203562021255493;0.41993391513824463;-0.036519262939691544
Yawning;0.6364865303039551;0.4484637379646301;-0.037542279809713364
Yawning;0.6331766843795776;0.43225958943367004;-0.037127964198589325
Yawning;0.6194537281990051;0.38823962211608887;-0.026516130194067955
Yawning;0.5350048542022705;0.3857453465461731;-0.04068581759929657
Yawning;0.6164427399635315;0.3523220419883728;-0.02589142695069313
Yawning;0.6183491349220276;0.3351992964744568;-0.02955034002661705
Yawning;0.6150335073471069;0.27197253704071045;-0.03307003155350685
Yawning;0.6143972277641296;0.4984337091445923;-0.007578172720968723
Yawning;0.6121230721473694;0.5025045871734619;-0.004557417705655098
Yawning;0.6092057228088379;0.5044422149658203;-0.001003968995064497
Yawning;0.6096415519714355;0.5066950917243958;0.0020849707070738077
Yawning;0.6103259325027466;0.5112438797950745;0.0016815077979117632
Yawning;0.6099447011947632;0.5170316100120544;0.0012448589550331235
Yawning;0.6081067323684692;0.5226679444313049;0.0029891561716794968
Yawning;0.60140460729599;0.5301432013511658;0.009701664559543133
Yawning;0.6290014386177063;0.4655977487564087;-0.029263539239764214
Yawning;0.6145514845848083;0.46643930673599243;-0.024096831679344177
Yawning;0.4632475972175598;0.32177576422691345;-0.03900044783949852
Yawning;0.5655154585838318;0.3938034176826477;-0.03231533244252205
Yawning;0.555428147315979;0.39578187465667725;-0.03635166957974434
Yawning;0.5446885228157043;0.3956809639930725;-0.039200540632009506
Yawning;0.5275961756706238;0.3883844017982483;-0.04095026105642319
Yawning;0.5737922787666321;0.3893967270851135;-0.025986915454268456
Yawning;0.5523420572280884;0.35886403918266296;-0.045018043369054794
Yawning;0.5635612607002258;0.3588208854198456;-0.03817487135529518
Yawning;0.541088342666626;0.3615434169769287;-0.047071266919374466
Yawning;0.532681941986084;0.3665190041065216;-0.047230225056409836
Yawning;0.5156317353248596;0.3951523005962372;-0.039614345878362656
Yawning;0.5626014471054077;0.5503420829772949;0.002100912854075432
Yawning;0.5291207432746887;0.38203585147857666;-0.04068814963102341
Yawning;0.4584956169128418;0.3806445300579071;-0.0281976331025362
Yawning;0.49814170598983765;0.38451316952705383;-0.04026690125465393
Yawning;0.5622140765190125;0.4460071921348572;-0.028954895213246346
Yawning;0.6057096719741821;0.4935607612133026;-0.015026255510747433
Yawning;0.6032375693321228;0.503981351852417;-0.009131066501140594
Yawning;0.5916635394096375;0.49855947494506836;-0.017545193433761597
Yawning;0.5805854797363281;0.5026874542236328;-0.01786394789814949
Yawning;0.593146800994873;0.5059621334075928;-0.012522210367023945
Yawning;0.5844972133636475;0.507527232170105;-0.012359329499304295
Yawning;0.5595895051956177;0.5181367993354797;-0.010809002444148064
Yawning;0.6266782283782959;0.46081405878067017;-0.03656226024031639
Yawning;0.6274797916412354;0.44946035742759705;-0.04084615036845207
Yawning;0.5171664953231812;0.354815810918808;-0.0556100457906723
Yawning;0.5814295411109924;0.41410019993782043;-0.026161745190620422
Yawning;0.5923079252243042;0.45725566148757935;-0.03204657882452011
Yawning;0.5892552733421326;0.4493664503097534;-0.03128419816493988
Yawning;0.5247316360473633;0.444263756275177;-0.03834586217999458
Yawning;0.6246846318244934;0.43389496207237244;-0.040400754660367966
Yawning;0.5519087314605713;0.34162455797195435;-0.05435975641012192
Yawning;0.533882737159729;0.3461768627166748;-0.05662150681018829
Yawning;0.48741796612739563;0.3013872802257538;-0.04969675466418266
Yawning;0.5964034795761108;0.3501182198524475;-0.03595615178346634
Yawning;0.572393000125885;0.3625686764717102;-0.030955271795392036
Yawning;0.5532936453819275;0.5097197890281677;-0.015895532444119453
Yawning;0.4504440128803253;0.49373698234558105;0.015582120046019554
Yawning;0.5979863405227661;0.46401914954185486;-0.025215214118361473
Yawning;0.6047207117080688;0.4668925106525421;-0.01869286224246025
Yawning;0.5660020112991333;0.5092771053314209;-0.013192184269428253
Yawning;0.5704695582389832;0.5089595913887024;-0.012146093882620335
Yawning;0.5260990262031555;0.33706140518188477;-0.05757533758878708
Yawning;0.5885353088378906;0.4610404968261719;-0.02695324644446373
Yawning;0.5725476145744324;0.3417642116546631;-0.047186318784952164
Yawning;0.5719679594039917;0.331389456987381;-0.05039551481604576
Yawning;0.551561176776886;0.2766367793083191;-0.056352175772190094
Yawning;0.5079324245452881;0.31956666707992554;-0.054673243314027786
Yawning;0.5644484162330627;0.3043350279331207;-0.053587425500154495
Yawning;0.5060147643089294;0.3474777340888977;-0.05429239943623543
Yawning;0.48543596267700195;0.33581000566482544;-0.047572486102581024
Yawning;0.604712724685669;0.49961674213409424;-0.013020402751863003
Yawning;0.5931938290596008;0.5031028389930725;-0.01509600505232811
Yawning;0.583156406879425;0.5052987337112427;-0.015523066744208336
Yawning;0.599003791809082;0.4657454788684845;-0.02076599933207035
Yawning;0.5686630010604858;0.5092917680740356;-0.012499071657657623
Yawning;0.5737424492835999;0.5106683969497681;-0.01168962474912405
Yawning;0.570704996585846;0.5083447694778442;-0.011657950468361378
Yawning;0.6084640622138977;0.46196579933166504;-0.03398566693067551
Yawning;0.5841907262802124;0.5063796043395996;-0.010248865000903606
Yawning;0.5923423767089844;0.5059076547622681;-0.008670991286635399
Yawning;0.6013039946556091;0.5052435398101807;-0.00597861735150218
Yawning;0.5908935070037842;0.5313913822174072;0.004046950954943895
Yawning;0.5980332493782043;0.5235700607299805;-0.003042935859411955
Yawning;0.6002277135848999;0.5173112750053406;-0.004777505993843079
Yawning;0.6011349558830261;0.5114704370498657;-0.004156493116170168
Yawning;0.6009659767150879;0.5075374841690063;-0.0033995218109339476
Yawning;0.5828758478164673;0.508213996887207;-0.009375043213367462
Yawning;0.5821419358253479;0.5098146796226501;-0.00984427984803915
Yawning;0.5801288485527039;0.5129349231719971;-0.010827437043190002
Yawning;0.5773265361785889;0.516386866569519;-0.010800658725202084
Yawning;0.5720979571342468;0.49073877930641174;-0.021099841222167015
Yawning;0.434524267911911;0.4303039014339447;0.00810466893017292
Yawning;0.6231702566146851;0.4677636921405792;-0.019663924351334572
Yawning;0.5770052671432495;0.5083489418029785;-0.010961910709738731
Yawning;0.5761048197746277;0.5093246698379517;-0.01128080952912569
Yawning;0.6065524220466614;0.4710327684879303;-0.017682507634162903
Yawning;0.5885456800460815;0.46732592582702637;-0.017843756824731827
Yawning;0.6058038473129272;0.4692327082157135;-0.01821140944957733
Yawning;0.5701018571853638;0.42089614272117615;-0.028200272470712662
Yawning;0.553591251373291;0.4296841025352478;-0.03289794921875
Yawning;0.5849683284759521;0.45377618074417114;-0.026969483122229576
Yawning;0.5161685943603516;0.28615307807922363;-0.05578659847378731
Yawning;0.533609926700592;0.30872440338134766;-0.056387316435575485
Yawning;0.5479748249053955;0.3313000798225403;-0.05653562396764755
Yawning;0.5682611465454102;0.5240199565887451;-0.008324132300913334
Yawning;0.5957362651824951;0.33382174372673035;-0.041855812072753906
Yawning;0.5911799073219299;0.304312527179718;-0.04542064294219017
Yawning;0.5833984017372131;0.272701621055603;-0.04792024940252304
Yawning;0.5342062711715698;0.39336076378822327;-0.0405222587287426
Yawning;0.5006212592124939;0.40300801396369934;-0.0400090329349041
Yawning;0.5792001485824585;0.3854910731315613;-0.02324085123836994
Yawning;0.5179680585861206;0.3713395595550537;-0.04762190207839012
Yawning;0.5901111364364624;0.4067155122756958;-0.026645634323358536
Yawning;0.6029415130615234;0.45416468381881714;-0.03655911982059479
Yawning;0.4822309911251068;0.4098823070526123;-0.037808600813150406
Yawning;0.5129333138465881;0.4131105840206146;-0.04137321189045906
Yawning;0.5312484502792358;0.418150395154953;-0.03967355936765671
Yawning;0.5533537268638611;0.4155852794647217;-0.032967451959848404
Yawning;0.5676296949386597;0.4098939895629883;-0.02792227640748024
Yawning;0.5782179832458496;0.4038546681404114;-0.02457253634929657
Yawning;0.6095960140228271;0.39140525460243225;-0.029320573434233665
Yawning;0.485119104385376;0.4370843768119812;-0.034892864525318146
Yawning;0.5057603716850281;0.3682011067867279;-0.04952043294906616
Yawning;0.6245436072349548;0.46601468324661255;-0.0316314697265625
Yawning;0.5849644541740417;0.427591472864151;-0.026445146650075912
Yawning;0.43638116121292114;0.37301212549209595;-0.009166211821138859
