Class;x;y;z
Confusion;0.5128058195114136;0.7192108631134033;-0.01051614060997963
Confusion;0.5096380710601807;0.6800892353057861;-0.06007859483361244
Confusion;0.5097041130065918;0.6847913265228271;-0.022281048819422722
Confusion;0.4933290183544159;0.621753454208374;-0.06010891869664192
Confusion;0.5086275339126587;0.6666008830070496;-0.06862593442201614
Confusion;0.5066706538200378;0.6428478956222534;-0.06984034180641174
Confusion;0.5007960200309753;0.5731027722358704;-0.05507224053144455
Confusion;0.3984171152114868;0.5533954501152039;-0.010688520036637783
Confusion;0.4955079257488251;0.5158898234367371;-0.05845439434051514
Confusion;0.49321675300598145;0.49195149540901184;-0.06846694648265839
Confusion;0.48690319061279297;0.409753680229187;-0.08503757417201996
Confusion;0.5133318305015564;0.7256991267204285;-0.006332741118967533
Confusion;0.5136168003082275;0.7294164896011353;-0.00019892366253770888
Confusion;0.5135711431503296;0.7296991348266602;0.006497789639979601
Confusion;0.5131521821022034;0.7307260036468506;0.014239306561648846
Confusion;0.513638436794281;0.7370920181274414;0.014395957812666893
Confusion;0.5142403841018677;0.7441456317901611;0.013846506364643574
Confusion;0.514474093914032;0.7495205402374268;0.017804035916924477
Confusion;0.514159083366394;0.7510587573051453;0.03148219734430313
Confusion;0.5098815560340881;0.6840710639953613;-0.05164942890405655
Confusion;0.4961358606815338;0.6791884303092957;-0.03386446088552475
Confusion;0.33979886770248413;0.463154673576355;0.023658864200115204
Confusion;0.4446238875389099;0.567573606967926;-0.02080586366355419
Confusion;0.43030911684036255;0.5700794458389282;-0.019009631127119064
Confusion;0.41581615805625916;0.5695255398750305;-0.015417225658893585
Confusion;0.39478933811187744;0.5553733706474304;-0.006450625602155924
Confusion;0.4550587832927704;0.5631427764892578;-0.01945037953555584
Confusion;0.4122023284435272;0.5190120935440063;-0.034061916172504425
Confusion;0.4293886125087738;0.5202536582946777;-0.03493432700634003
Confusion;0.39788419008255005;0.5219991207122803;-0.028594911098480225
Confusion;0.3897199034690857;0.5285104513168335;-0.022789884358644485
Confusion;0.3857785761356354;0.5641278624534607;0.0028916022274643183
Confusion;0.47097182273864746;0.7591727375984192;0.05629998818039894
Confusion;0.3915455639362335;0.5458878874778748;-0.007482490036636591
Confusion;0.34329694509506226;0.5335739850997925;0.05350203812122345
Confusion;0.36757946014404297;0.5461158156394958;0.01144226174801588
Confusion;0.44001901149749756;0.6410483717918396;-0.0073544965125620365
Confusion;0.49620383977890015;0.7176514267921448;-0.009727790020406246
Confusion;0.5003382563591003;0.7294209003448486;0.0013969539431855083
Confusion;0.48085668683052063;0.7199262976646423;-0.001588479382917285
