Class;x;y;z
Sleepy;0.5824207067489624;0.4546493589878082;-0.034316133707761765
Sleepy;0.5900831818580627;0.4273871183395386;-0.06025482341647148
Sleepy;0.5849618315696716;0.43631574511528015;-0.03301361948251724
Sleepy;0.5806530714035034;0.40105757117271423;-0.045218657702207565
Sleepy;0.5913189649581909;0.41926610469818115;-0.06361261755228043
Sleepy;0.591302752494812;0.4090297818183899;-0.05840811878442764
Sleepy;0.589874804019928;0.3847850263118744;-0.0266218651086092
Sleepy;0.5044182538986206;0.379790335893631;0.0058706970885396
Sleepy;0.5908145904541016;0.3677201569080353;-0.01789492554962635
Sleepy;0.592266857624054;0.3571400046348572;-0.01918746903538704
Sleepy;0.5939218997955322;0.3166687488555908;-0.0030390224419534206
Sleepy;0.5817002654075623;0.45855554938316345;-0.032990287989377975
Sleepy;0.5807100534439087;0.46179598569869995;-0.029344502836465836
Sleepy;0.5796672105789185;0.46335354447364807;-0.024532226845622063
Sleepy;0.5790923237800598;0.4669252038002014;-0.02269166335463524
Sleepy;0.5790624022483826;0.4702322781085968;-0.024893494322896004
Sleepy;0.5786115527153015;0.4746636152267456;-0.027720455080270767
Sleepy;0.5777508020401001;0.479819655418396;-0.026652732864022255
Sleepy;0.5751656889915466;0.4900994598865509;-0.016802549362182617
Sleepy;0.588261067867279;0.4317885637283325;-0.05488036200404167
Sleepy;0.5756145119667053;0.43056580424308777;-0.041093941777944565
Sleepy;0.4581264853477478;0.34372037649154663;0.05558297410607338
Sleepy;0.5362678170204163;0.3876619338989258;-0.0013920197961851954
Sleepy;0.5251051783561707;0.3876070976257324;-0.002371008973568678
Sleepy;0.5140610337257385;0.3862442970275879;-0.000870505056809634
Sleepy;0.4991832375526428;0.38196927309036255;0.006648138631135225
Sleepy;0.5459011793136597;0.3861311674118042;0.0012083019828423858
Sleepy;0.5230748653411865;0.368739515542984;-0.0075531997717916965
Sleepy;0.5346118211746216;0.3693655729293823;-0.004965527448803186
Sleepy;0.512245237827301;0.36918675899505615;-0.005579887889325619
Sleepy;0.5044124126434326;0.37110257148742676;-0.0017475411295890808
