Class;x;y;z
Yawning;0.6096665859222412;0.394826203584671;-0.04215405881404877
Yawning;0.6228634119033813;0.34704533219337463;-0.05911744758486748
Yawning;0.6112299561500549;0.3640972077846527;-0.03715863451361656
Yawning;0.6082895994186401;0.31060707569122314;-0.04199723154306412
Yawning;0.6246213912963867;0.3343885540962219;-0.060491736978292465
Yawning;0.6223791241645813;0.31990307569503784;-0.053540926426649094
Yawning;0.6122345924377441;0.28542041778564453;-0.017804782837629318
Yawning;0.5148929357528687;0.28492945432662964;-0.006981633137911558
Yawning;0.6097580790519714;0.2512325644493103;-0.004726754035800695
Yawning;0.610818088054657;0.23387210071086884;-0.002162626478821039
Yawning;0.6095901131629944;0.1845271736383438;0.020175421610474586
Yawning;0.608583927154541;0.40101346373558044;-0.04229579120874405
Yawning;0.6063545942306519;0.4066115915775299;-0.040129005908966064
Yawning;0.6037155389785767;0.40976399183273315;-0.036645933985710144
Yawning;0.5999406576156616;0.47489723563194275;-0.016065631061792374
Yawning;0.6002604961395264;0.48263466358184814;-0.017848117277026176
Yawning;0.5996954441070557;0.49067869782447815;-0.01868399977684021
Yawning;0.5977697968482971;0.49803003668785095;-0.013133283704519272
Yawning;0.5932388305664062;0.5004690885543823;-0.0027215606532990932
Yawning;0.6190719604492188;0.35489702224731445;-0.05521900951862335
Yawning;0.604221522808075;0.35650020837783813;-0.04498918354511261
Yawning;0.45250505208969116;0.23759087920188904;0.035346075892448425
Yawning;0.5502282381057739;0.2953905761241913;-0.009006878361105919
Yawning;0.5382196307182312;0.2967904508113861;-0.011659742332994938
Yawning;0.5260167717933655;0.29621773958206177;-0.012462836690247059
Yawning;0.507668137550354;0.28864622116088867;-0.008007237687706947
Yawning;0.5603407621383667;0.2914668023586273;-0.00373366242274642
Yawning;0.5371542572975159;0.2530416250228882;-0.012062686495482922
Yawning;0.5505561828613281;0.25508320331573486;-0.006900758016854525
Yawning;0.5231844782829285;0.25539061427116394;-0.012473865412175655
Yawning;0.5131333470344543;0.2617109417915344;-0.011155839078128338
Yawning;0.4963979423046112;0.29785823822021484;-0.00724111869931221
Yawning;0.5397157073020935;0.49485206604003906;-0.01017406489700079
Yawning;0.5092471837997437;0.2810153365135193;-0.004467342980206013
Yawning;0.44415953755378723;0.29263365268707275;0.02584666572511196
Yawning;0.4804650843143463;0.2881108820438385;0.0007003824575804174
Yawning;0.5435274243354797;0.3466789424419403;-0.028074290603399277
Yawning;0.5920147895812988;0.39368289709091187;-0.044290777295827866
Yawning;0.5915637612342834;0.407868891954422;-0.04247867688536644
Yawning;0.571675717830658;0.40175631642341614;-0.042955704033374786
Yawning;0.5586564540863037;0.4109666049480438;-0.03653652220964432
Yawning;0.5775874853134155;0.41226276755332947;-0.041121527552604675
Yawning;0.5667362213134766;0.4175190329551697;-0.03474072739481926
Yawning;0.5320186018943787;0.4491729140281677;-0.018040258437395096
Yawning;0.6131046414375305;0.3470281660556793;-0.06058785319328308
Yawning;0.6128965616226196;0.33518481254577637;-0.061902835965156555
Yawning;0.4963819682598114;0.2490372508764267;-0.010231059044599533
Yawning;0.5684301853179932;0.31429436802864075;-0.017702728509902954
Yawning;0.57594895362854;0.348675936460495;-0.0445278063416481
Yawning;0.5731120705604553;0.3428685963153839;-0.04084980860352516
Yawning;0.5032137036323547;0.34734565019607544;-0.028652193024754524
Yawning;0.6112849712371826;0.3216032385826111;-0.054028596729040146
Yawning;0.5312718749046326;0.23173300921916962;-0.01369721069931984
Yawning;0.5123090147972107;0.23761315643787384;-0.012663436122238636
Yawning;0.47457897663116455;0.21420177817344666;0.025557933375239372
Yawning;0.5839453935623169;0.24548892676830292;-0.00900094211101532
Yawning;0.5610343217849731;0.2615119218826294;-0.0014150028582662344
Yawning;0.5279425382614136;0.42879506945610046;-0.021297644823789597
Yawning;0.43972426652908325;0.42047134041786194;0.03019097074866295
Yawning;0.5839493274688721;0.3558013439178467;-0.03924735635519028
Yawning;0.5929613709449768;0.3600229024887085;-0.03715437650680542
Yawning;0.539025068283081;0.4344187378883362;-0.020986365154385567
Yawning;0.5463181138038635;0.4351324141025543;-0.021992290392518044
Yawning;0.5045309662818909;0.22996775805950165;-0.008361623622477055
Yawning;0.573060929775238;0.35556116700172424;-0.03993342071771622
Yawning;0.5545685291290283;0.23307138681411743;-0.01271226815879345
Yawning;0.5536839365959167;0.2236672043800354;-0.012928503565490246
Yawning;0.5393110513687134;0.18578781187534332;0.009657198563218117
