Class;x;y;z
Frustration;0.5394762754440308;0.7687531113624573;-0.014824895188212395
Frustration;0.5435337424278259;0.7369005680084229;-0.0447479784488678
Frustration;0.5431576371192932;0.7436772584915161;-0.02032308280467987
Frustration;0.541831910610199;0.700206995010376;-0.03942221775650978
Frustration;0.5449115037918091;0.7275941967964172;-0.04943210259079933
Frustration;0.5473406910896301;0.7134214043617249;-0.04839757829904556
Frustration;0.5542515516281128;0.67540442943573;-0.031855713576078415
Frustration;0.4937671422958374;0.6522353887557983;0.0022449898533523083
Frustration;0.5592082738876343;0.6468028426170349;-0.029996713623404503
Frustration;0.5615728497505188;0.6329681873321533;-0.03412232920527458
Frustration;0.5707688331604004;0.5815139412879944;-0.03491038456559181
Frustration;0.5388739705085754;0.7732793092727661;-0.012310396879911423
Frustration;0.5385070443153381;0.7759484052658081;-0.008588584139943123
Frustration;0.5385183691978455;0.7763466238975525;-0.004291628021746874
Frustration;0.5389620065689087;0.7759256362915039;-0.001816096599213779
Frustration;0.5384429693222046;0.7794713377952576;-0.002703344216570258
Frustration;0.5378093123435974;0.7837370038032532;-0.004304068628698587
Frustration;0.537184476852417;0.7878932952880859;-0.00351422606036067
Frustration;0.5364271998405457;0.7932714819908142;0.003903517499566078
Frustration;0.543085515499115;0.740680456161499;-0.039468955248594284
Frustration;0.5345102548599243;0.7366527915000916;-0.02709084562957287
Frustration;0.47028374671936035;0.5973894000053406;0.034164197742938995
Frustration;0.5192803740501404;0.6661717295646667;-0.00516935158520937
Frustration;0.5102590322494507;0.6653871536254883;-0.004364267457276583
Frustration;0.5013543963432312;0.6633754372596741;-0.0020213352981954813
Frustration;0.49012500047683716;0.6540003418922424;0.004404973704367876
Frustration;0.5264910459518433;0.6653324961662292;-0.004565896932035685
Frustration;0.5087528228759766;0.6381170153617859;-0.012230302207171917
Frustration;0.5185957551002502;0.640868604183197;-0.01215511467307806
Frustration;0.49946460127830505;0.637617826461792;-0.009130990132689476
Frustration;0.4931880235671997;0.6395645141601562;-0.005140373483300209
Frustration;0.4821699857711792;0.6583094000816345;0.009731470607221127
Frustration;0.5035352110862732;0.7966080904006958;0.01991206221282482
Frustration;0.4906066954135895;0.6483172178268433;0.0045157973654568195
Frustration;0.4594106674194336;0.6400498151779175;0.046914659440517426
Frustration;0.47339028120040894;0.647232711315155;0.01689375564455986
Frustration;0.5033886432647705;0.7096017003059387;-0.004804706200957298
Frustration;0.5285000205039978;0.7646014094352722;-0.014119267463684082
Frustration;0.529061496257782;0.7733726501464844;-0.007345075253397226
Frustration;0.5171853303909302;0.7635627388954163;-0.008436376228928566
Frustration;0.5102865099906921;0.7637085318565369;-0.0011857356876134872
Frustration;0.5209542512893677;0.7711065411567688;-0.0038771883118897676
Frustration;0.5148031711578369;0.769288182258606;0.002125832485035062
Frustration;0.49836859107017517;0.7696031928062439;0.015247494913637638
Frustration;0.5361691117286682;0.7347813844680786;-0.04407753422856331
Frustration;0.5360746383666992;0.7255733013153076;-0.04840020462870598
Frustration;0.4814063310623169;0.6258724331855774;-0.005422108341008425
Frustration;0.5251290798187256;0.6880208849906921;-0.01126019936054945
Frustration;0.5162579417228699;0.7230997085571289;-0.022572943940758705
Frustration;0.5168350338935852;0.7169132828712463;-0.020677343010902405
Frustration;0.4787340462207794;0.6997743248939514;0.006233815103769302
Frustration;0.5388835072517395;0.7122629880905151;-0.04561209678649902
Frustration;0.5023824572563171;0.6219778656959534;-0.021580232307314873
Frustration;0.4901397228240967;0.6219063997268677;-0.014373649843037128
Frustration;0.48010846972465515;0.5843279361724854;0.01381896436214447
Frustration;0.5401167869567871;0.6395314335823059;-0.027636097744107246
Frustration;0.5266696810722351;0.6460081934928894;-0.009153325110673904
Frustration;0.49237585067749023;0.7604780793190002;0.016504446044564247
Frustration;0.45792120695114136;0.7275607585906982;0.09072797745466232
Frustration;0.521811842918396;0.7297244071960449;-0.01845434680581093
Frustration;0.5283272862434387;0.735148012638092;-0.01841815933585167
Frustration;0.5018243193626404;0.7644214630126953;0.015166058205068111
Frustration;0.5056377649307251;0.7653859853744507;0.012403640896081924
Frustration;0.48656684160232544;0.6133346557617188;-0.011613362468779087
Frustration;0.5156198143959045;0.7263056039810181;-0.016912661492824554
Frustration;0.5187202095985413;0.6266375780105591;-0.02616093121469021
Frustration;0.5181921124458313;0.6181765794754028;-0.029548179358243942
Frustration;0.5172454714775085;0.5738000273704529;-0.022883526980876923
Frustration;0.48330557346343994;0.5989664196968079;-0.0008027767762541771
Frustration;0.5186100006103516;0.5964317917823792;-0.02681375853717327
Frustration;0.477225661277771;0.6186630725860596;0.000862892426084727
Frustration;0.473478227853775;0.6087647676467896;0.016376258805394173
Frustration;0.528439462184906;0.7699611186981201;-0.011781880632042885
Frustration;0.5192002058029175;0.7684212327003479;-0.006360974628478289
Frustration;0.5125392079353333;0.7667952179908752;-0.0002107806212734431
Frustration;0.5236212015151978;0.7319947481155396;-0.01641390472650528
Frustration;0.5038324594497681;0.7651177048683167;0.01368497870862484
Frustration;0.5076159834861755;0.7676190137863159;0.00849292054772377
Frustration;0.5065726041793823;0.7649680972099304;0.012117805890738964
Frustration;0.5267489552497864;0.7294474244117737;-0.03143305703997612
Frustration;0.5167138576507568;0.7687162756919861;0.003807475557550788
Frustration;0.5229283571243286;0.771308422088623;-8.228957449318841e-05
Frustration;0.5302480459213257;0.7739685773849487;-0.003183400258421898
Frustration;0.5251928567886353;0.7906217575073242;0.004484204109758139
Frustration;0.5263963937759399;0.7848663926124573;-0.003084253054112196
Frustration;0.5275292992591858;0.7804951071739197;-0.003944072872400284
Frustration;0.5287418961524963;0.7765191793441772;-0.002169968094676733
Frustration;0.5298882722854614;0.7735875248908997;-0.0012164186919108033
Frustration;0.5155569314956665;0.768602728843689;0.004319505300372839
Frustration;0.5142654180526733;0.7693294286727905;0.00318877468816936
Frustration;0.5120826959609985;0.7710174322128296;0.0022523526567965746
Frustration;0.510002613067627;0.7729744911193848;0.0040782131254673
Frustration;0.5040138959884644;0.7495096325874329;-0.0009955785935744643
Frustration;0.45626357197761536;0.6768401861190796;0.09280604124069214
Frustration;0.5431777238845825;0.7415822744369507;-0.02705044485628605
Frustration;0.5115764737129211;0.7670215964317322;0.008455689065158367
Frustration;0.509772539138794;0.7672528624534607;0.007964905351400375
Frustration;0.5308165550231934;0.7405475378036499;-0.01795494556427002
Frustration;0.5175725221633911;0.7325586080551147;-0.009679035283625126
Frustration;0.5295522212982178;0.7379677891731262;-0.01845705322921276
Frustration;0.5158140659332275;0.6911295652389526;-0.006694034673273563
Frustration;0.5006784200668335;0.6944224834442139;-0.0028620571829378605
Frustration;0.5152096152305603;0.7201249003410339;-0.014982227236032486
Frustration;0.4948262870311737;0.5759854316711426;-0.0059514958411455154
Frustration;0.497496098279953;0.5942128896713257;-0.01476002112030983
Frustration;0.5002952218055725;0.6128641963005066;-0.021653639152646065
Frustration;0.5057034492492676;0.7767934203147888;0.010957403108477592
Frustration;0.5392845869064331;0.6258423924446106;-0.03339386358857155
Frustration;0.5406186580657959;0.6018608808517456;-0.03341100364923477
Frustration;0.5417752861976624;0.5759038329124451;-0.03246115520596504
Frustration;0.4938965439796448;0.6593266129493713;0.00137853913474828
